,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
3654,4138,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,final bill,final bill verify vir,Final Bill: Verified by Vir,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.023973702
3655,4139,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,final tip,tip,Tip:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.77609545
3656,4140,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,final,total,Total:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.070137456
3657,4141,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,per person,per person,Per Person:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.06413517
3658,4142,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,signoff,thanks tip waiter waitress,Thanks for tipping your waiter/waitress!,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.095133744
3659,4143,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,2,split bill,way,# of ways,,android.widget.EditText,fillable,,,,,# of ways,,correct,main activity,split bill,a55b2-a52b2,-0.009205517
3660,4144,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,bill,,bill,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a55b2-a52b2,-0.007530192
3661,4145,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,action bar title,tip calculator,Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,-0.020392522
3662,4146,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,tip,tip,Tip %,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,-0.10052018
3663,4147,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,split bill,split bill,Split Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.044663023
3664,4148,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,final bill,final bill verify vir,Final Bill: Verified by Vir,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,-0.014017649
3665,4149,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,final tip,tip,Tip:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,-0.12933019
3666,4150,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,final,total,Total:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.5485837
3667,4151,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,per person,per person,Per Person:,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.2894401
3668,4152,2,et person,,etPerson Enter Bill Info Below!,,android.widget.EditText,fillable,,,,,,Enter Bill Info Below! Enter Bill Info Below!,correct,main activity,person,a55b2,0,signoff,thanks tip waiter waitress,Thanks for tipping your waiter/waitress!,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a52b2,0.15350468
3669,4153,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,main activity,bill,a54b2-a53b2,0.9873251
3670,4154,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.11156547
3671,4155,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.96274686
3672,4156,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.051857986
3673,4157,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.04165326
3674,4158,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.014697101
3675,4159,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.0802605
3676,4160,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.10948719
3677,4161,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a54b2-a53b2,0.008559009
3678,4162,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.081073396
3679,4163,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.0417892
3680,4164,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.045875095
3681,4165,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.11296913
3682,4166,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.032030135
3683,4167,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.005837394
3684,4168,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a54b2-a53b2,0.014697101
3685,4169,0,bill amount et,,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,calculator,,a54b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.008559009
3686,4170,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a54b2-a53b2,0.97172004
3687,4171,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a54b2-a53b2,0.004728013
3688,4172,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.037970826
3689,4173,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.005728351
3690,4174,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.68022734
3691,4175,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.5316418
3692,4176,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.97172004
3693,4177,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.16752818
3694,4178,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.10819372
3695,4179,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a54b2-a53b2,0.22407266
3696,4180,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.38514715
3697,4181,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.10687455
3698,4182,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.46178648
3699,4183,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.03761294
3700,4184,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.072930574
3701,4185,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.018884566
3702,4186,1,tip percent et,,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,correct,calculator,,a54b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.22407266
3703,4187,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,2,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,correct,main activity,split,a54b2-a53b2,0.8114219
3704,4188,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a54b2-a53b2,0.04183369
3705,4189,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.005069238
3706,4190,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.001548204
3707,4191,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.08574991
3708,4192,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,-0.11050516
3709,4193,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.058768764
3710,4194,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.10615703
3711,4195,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.11001158
3712,4196,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a54b2-a53b2,0.81142193
3713,4197,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.1865457
3714,4198,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.01952289
3715,4199,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.13481656
3716,4200,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.10441476
3717,4201,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.034697957
3718,4202,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.05045568
3719,4203,2,guest number et,,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,correct,calculator,,a54b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a54b2-a53b2,0.058768764
3720,4204,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,3,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,main activity,,a54b2-a53b2,0.99629945
3721,4205,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a54b2-a53b2,-0.07802633
3722,4206,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.113264896
3723,4207,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.09077162
3724,4208,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.39408827
3725,4209,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.31901735
3726,4210,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,content main,tip,Tip (%),,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.19761625
3727,4211,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.3987278
3728,4212,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.32129425
3729,4213,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.32640663
3730,4214,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,content main,split,Split,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.15247218
3731,4215,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a54b2-a53b2,0.22347231
3732,4216,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.21458353
3733,4217,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a54b2-a53b2,0.31734538
3734,4218,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.001816734
3735,4219,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.06116561
3736,4220,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,-0.029938305
3737,4221,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a54b2-a53b2,0.3987278
3738,4222,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,1,content main,test ad,Test Ad,,android.widget.TextView,label,,,,,,,wrong,main activity,,a54b2-a53b2,0.10573532
3739,4223,3,calculate btn,calculate,Calculate,,android.widget.Button,clickable,,,,,,,correct,calculator,,a54b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a54b2-a53b2,0.22347231
3740,4224,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,correct,main activity,bill,a55b2-a53b2,0.99106777
3741,4225,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.113195166
3742,4226,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.96132016
3743,4227,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.054367747
3744,4228,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.044313505
3745,4229,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.015201298
3746,4230,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.08312142
3747,4231,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.11233119
3748,4232,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,,a55b2-a53b2,0.007328409
3749,4233,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button calculate,calculate,Calculate,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,-0.09057835
3750,4234,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button share,share,Share,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.04226958
3751,4235,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,button copy result,copy,Copy,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.049549576
3752,4236,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,view total pay,,Total Bill $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.110613376
3753,4237,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,view total tip,,Total Tip $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.03665159
3754,4238,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,0,view total per person,,Per person $0.00,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,0.010365072
3755,4239,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,tip,a55b2-a53b2,0.015201298
3756,4240,0,et bill total,,etBillTotal,,android.widget.EditText,fillable,,,,,,,correct,main activity,,a55b2,1,edit text split,,editTextSplit,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.007328409
3757,4241,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,1,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2-a53b2,0.94852793
3758,4242,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,edit text bill,,editTextBill Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,main activity,bill,a55b2-a53b2,0.001389581
3759,4243,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,,simple tip calculator,Simple Tip Calculator,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.06898005
3760,4244,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,content main,bill,Bill,,android.widget.TextView,label,,,,,,,wrong,main activity,,a55b2-a53b2,-0.010966246
3761,4245,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button tip minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.64243996
3762,4246,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button tip plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.4939478
3763,4247,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,edit text tip,,editTextTip,,android.widget.EditText,fillable,,,,,,,wrong,main activity,split,a55b2-a53b2,0.9485279
3764,4248,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button split minus,,-,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.13943735
3765,4249,1,et tip amount,,etTipAmount,,android.widget.EditText,fillable,,,,,,,correct,main activity,tip,a55b2,0,button split plus,,+,,android.widget.Button,clickable,,,,,,,wrong,main activity,,a55b2-a53b2,0.07492554
